0.1344,0.2778,0.5955,0.2471,0.7418,0.1845,0.1610,0.3213,0.3953,0.0667,0.0763,0.0416,0.1334,0.6664
0.1954,0.1750,0.1887,0.1353,0.4736,0.2927,0.2858,0.5129,0.5225,0.1294,0.2703,0.3595,0.0343,0.7086
0.6722,0.4479,0.1787,-0.0091,0.1565,0.2102,0.6592,0.3779,0.1076,-0.1976,-0.0494,0.1520,0.1013,0.6053
0.3645,0.1991,0.1501,0.4129,0.5191,0.5764,0.1842,0.4016,0.5835,-0.0157,0.0458,0.1122,0.0906,0.7436
0.0484,0.1130,0.1888,0.1995,0.4334,0.1406,0.2573,0.4931,0.3027,0.1177,0.5486,0.5058,0.0899,0.6662
0.0554,0.0442,0.0028,0.0457,0.2297,0.1405,0.1017,0.2974,0.2353,-0.0396,0.4139,0.4006,0.0924,0.3823
